Artist,Track,Album_type,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Stream,Has_youtube,Artist_LOO_stream,Likes_rate,Comments_rate,Mood_quadrant,Party_index,Key_factor,Licensed_video_combo
5 Seconds of Summer,Lie To Me (feat. Julia Michaels),single,0.611,0.52,-5.445,0.0346,0.0132,0,0.105,0.771,159.927,149878,38412636,247056386,TRUE,392411642.5,0.024628900760676774,6.854515269402496e-4,Happy/Energetic,0.31772,0,Licensed_official
Marília Mendonça,Esqueça-Me Se For Capaz,album,0.799,0.685,-5.366,0.0725,0.276,0,0.13,0.623,122.013,169059,168395938,233735996,TRUE,143711520,0.012345179014947498,2.6200156918274357e-4,Happy/Energetic,0.5473150000000001,6,Licensed_official
Diego Verdaguer,Pídeme (En Vivo),album,0.401,0.366,-8.309,0.0275,0.621,9.65e-5,0.972,0.281,76.315,212689,89569630,21198015,TRUE,53073551.5,0.002599999575749057,7.339541315510626e-5,Sad/Melancholic,0.146766,7,Licensed_official
The All-American Rejects,The Last Song,album,0.322,0.879,-3.297,0.0661,0.0316,0.081,0.267,0.227,179.911,300387,13697099,9330319,TRUE,60624426,0.00418249148962127,3.64310720102118e-4,Anger/Unpleasant,0.283038,1,Licensed_official
Luciano Pavarotti,"Turandot, SC 91 / Act III: ""Nessun dorma!""",album,0.212,0.301,-12.505,0.0384,0.963,0.0033,0.13,0.0798,84.025,177333,191813,75381240,TRUE,11665464,0.020228034596195252,1.0426821956801677e-5,Sad/Melancholic,0.063812,2,Licensed_official
Night Lovell,HOT DEMON B!TCHES NEAR U ! ! !,single,0.788,0.764,-4.054,0.254,0.00918,0,0.224,0.841,100.095,96000,3911821,132973723,TRUE,82144174,0.056098425771526864,0.0015379026801072952,Happy/Energetic,0.602032,7,Licensed_official
David Guetta,DON'T YOU WORRY,album,0.831,0.868,-5.282,0.0325,0.176,0,0.184,0.483,131.971,194438,144696508,162685755,TRUE,282543051,0.009173939429139506,3.944255517209856e-4,Anger/Unpleasant,0.721308,11,Licensed_official
Beck,E-Pro,album,0.624,0.959,-6.253,0.0769,0.00133,0.171,0.101,0.69,95.794,202360,7838813,38454946,TRUE,50603651,0.006985368830714548,4.109040488655617e-4,Happy/Energetic,0.598416,11,Licensed_official
A$AP Rocky,Sundress,single,0.721,0.707,-6.364,0.0595,0.181,3.68e-6,0.143,0.743,125.005,158206,38120377,350017984,TRUE,223928278,0.014523046296210554,3.577614145841212e-4,Happy/Energetic,0.509747,6,Licensed_official
Giveon,All To Me,album,0.523,0.543,-8.39,0.156,0.65,0,0.257,0.318,116.161,127807,45627,74013461,TRUE,165971690,0.021478510531045214,7.670896618230434e-4,Anger/Unpleasant,0.28398900000000005,5,Unlicensed_unofficial
Cultura Profética,Rimas Pa' Seducir,album,0.764,0.314,-9.911,0.0381,0.803,0,0.107,0.399,124.052,187481,4080919,56997909,TRUE,35801220.5,0.005239261058599791,9.434149513871753e-5,Sad/Melancholic,0.239896,11,Licensed_official
Brantley Gilbert,The Weekend,album,0.511,0.812,-4.763,0.0464,0.0496,1.64e-6,0.0829,0.692,81.992,187760,83016823,121057929,TRUE,55334873,0.0036673289701775265,5.812074981476947e-5,Happy/Energetic,0.414932,6,Licensed_official
Giveon,Lost Me,album,0.428,0.443,-8.955,0.101,0.525,1.76e-5,0.219,0.2,87.934,180954,13598504,66260751,TRUE,165971690,0.014373125161414814,1.9906601490869878e-4,Sad/Melancholic,0.189604,2,Licensed_official
Ray Charles,Georgia on My Mind,album,0.19,0.323,-12.405,0.0303,0.626,2.17e-6,0.176,0.281,94.34,219560,701128,84461994,TRUE,57480006,0.01702970071085451,3.8937255394164833e-4,Sad/Melancholic,0.06137,7,Unlicensed_official
The Animals,Don't Let Me Be Misunderstood,album,0.513,0.775,-5.136,0.0284,0.0929,0,0.404,0.518,112.202,149360,590002,88167744,TRUE,16334974.25,0.01647621533486327,5.66099775932963e-4,Happy/Energetic,0.397575,11,Unlicensed_unofficial
Alex Ubago,Estar contigo (feat. La Oreja de Van Gogh),album,0.422,0.736,-4.393,0.0524,0.323,0,0.145,0.325,157.083,237663,3760395,5244271,TRUE,35738986.5,0.017437795763476975,3.292207334601817e-4,Anger/Unpleasant,0.310592,2,Licensed_official
Teufelskicker,96 - Tausendundein Tor! - Teil 04,album,0.692,0.7,-7.317,0.629,0.218,0,0.133,0.74,138.481,184067,3455,106871,TRUE,111293,0.006078147612156295,0,Happy/Energetic,0.48439999999999994,10,Unlicensed_unofficial
Supertramp,Breakfast In America - 2010 Remastered,album,0.532,0.663,-5.886,0.0292,0.425,1.07e-6,0.0734,0.756,75.14,159347,27729,215785194,TRUE,75028394,0.026831115438710376,9.376465072667605e-4,Happy/Energetic,0.35271600000000003,0,Unlicensed_unofficial
Mazzy Star,Blue Light,album,0.451,0.222,-15.508,0.0285,0.837,0.63,0.0978,0.179,138.943,310733,227247,18060236,TRUE,12439606.5,0.012360999265116811,7.216816943678025e-4,Sad/Melancholic,0.100122,4,Unlicensed_unofficial
Almighty,Crecia,single,0.718,0.702,-6.079,0.137,0.524,3.09e-6,0.149,0.525,120.052,270000,57372111,53444579,TRUE,8570213,0.00826344005365255,1.5735868599989287e-4,Happy/Energetic,0.5040359999999999,6,Licensed_official
Sam Cooke,Twistin' the Night Away,album,0.458,0.801,-7.83,0.0565,0.691,0,0.328,0.93,160.547,159853,798172,72618180,TRUE,30649546,0.00802834476779441,4.998922537999328e-4,Happy/Energetic,0.366858,9,Unlicensed_unofficial
Banda Pequeños Musical,La nena,album,0.71,0.831,-7.939,0.0608,0.199,0,0.0248,0.961,157.369,174107,13214943,23516010,TRUE,17031416,0.0042753116680109785,5.773766863769295e-5,Happy/Energetic,0.5900099999999999,0,Unlicensed_unofficial
Santa Fe Klan,Tu Y Yo,single,0.892,0.423,-10.048,0.125,0.503,0,0.0889,0.801,135.96,161985,32241511,48596817,TRUE,112425439,0.01110785409529969,1.1230863218538361e-4,Calm/Relaxing,0.377316,3,Unlicensed_unofficial
Jeremy Zucker,you were good to me,single,0.561,0.0848,-15.099,0.0404,0.913,2.62e-5,0.112,0.206,102.128,219147,16052311,482695916,TRUE,186523693,0.019496881165584196,3.8430603543626834e-4,Sad/Melancholic,0.047572800000000005,2,Licensed_official
GIMS,Arhbo [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],single,0.675,0.888,-3.343,0.035,0.12,0.00967,0.337,0.526,119.018,219832,85478300,23670485,TRUE,76540624,0.011692546529353065,4.084428445582095e-4,Happy/Energetic,0.5994,11,Licensed_official
Coez,!ly (feat. Coez),album,0.765,0.726,-5.26,0.0505,0.24,0,0.126,0.69,126.556,206495,5914604,26314102,TRUE,33212727.5,0.007529160024914601,1.3762544373215857e-4,Happy/Energetic,0.5553899999999999,7,Licensed_official
The Script,Nothing,album,0.473,0.833,-5.013,0.039,0.00369,0,0.118,0.503,157.012,272213,77912169,107356094,TRUE,359455653.5,0.004216594201093285,2.338787410731692e-4,Happy/Energetic,0.39400899999999994,2,Licensed_official
Gojira,Silvera,album,0.333,0.959,-4.348,0.072,3.19e-6,0.0563,0.299,0.242,137.052,212653,18572939,48379836,TRUE,19006181,0.010034060845189876,3.824381267821964e-4,Anger/Unpleasant,0.319347,2,Licensed_official
Baby Keem,16,album,0.701,0.782,-4.987,0.138,0.0918,2.31e-6,0.124,0.57,94.03,156040,2510475,132974730,TRUE,133798118,0.032498630737211084,9.520110736016093e-4,Happy/Energetic,0.548182,1,Licensed_official
GZA,Living In The World Today,album,0.761,0.674,-5.839,0.0576,0.103,0.019,0.238,0.441,95.035,263173,505404,12301497,TRUE,16141265,0.012688858813938948,7.538523636536316e-4,Anger/Unpleasant,0.5129140000000001,1,Unlicensed_unofficial
Dean Lewis,Looks Like Me,album,0.769,0.724,-5.12,0.0864,0.548,0,0.161,0.464,110.659,190528,5427787,49071009,TRUE,100351948.5,0.01353221856347716,4.3037797909166296e-4,Anger/Unpleasant,0.556756,11,Licensed_official
Shinedown,Second Chance,album,0.46,0.796,-4.501,0.0333,0.00107,0,0.106,0.182,100.011,222067,39195816,191592986,TRUE,108291550,0.006637902372028688,1.549144939347608e-4,Anger/Unpleasant,0.36616000000000004,0,Licensed_official
Gusttavo Lima,Bloqueado - Ao Vivo,album,0.828,0.721,-4.274,0.0558,0.153,0,0.547,0.651,129.092,168689,266252667,183012606,TRUE,48746390,0.004248299229243026,5.996935234455323e-5,Happy/Energetic,0.596988,1,Unlicensed_unofficial
Phil Collins,You Can't Hurry Love - 2016 Remaster,album,0.62,0.936,-4.593,0.0308,0.0261,0,0.0679,0.763,97.527,175747,8605580,457754545,TRUE,253104372,0.008742467096930131,2.3008327155171412e-4,Happy/Energetic,0.5803200000000001,7,Licensed_official
Gala,Freed from Desire (Acoustic Version),compilation,0.618,0.249,-11.026,0.0283,0.776,2.45e-5,0.0967,0.41,95.134,186111,71590,14046129.5,TRUE,4687169,0.01632909624249197,0,Sad/Melancholic,0.153882,10,Licensed_official
Thomas Newman,Any Other Name,album,0.304,0.0116,-33.19,0.0337,0.983,0.963,0.104,0.0364,77.84,246627,1701366,43878944,TRUE,18468797,0.011711765722366615,8.028842706390042e-4,Sad/Melancholic,0.0035264,7,Unlicensed_unofficial
Ella Henderson,Crazy What Love Can Do,single,0.601,0.713,-3.758,0.0449,0.0282,0,0.158,0.464,122.872,169756,19985333,212910249,TRUE,55080754.5,0.007177963959869971,1.091800672022828e-4,Anger/Unpleasant,0.428513,4,Licensed_official
Cem Adrian,Ben Seni Çok Sevdim,album,0.322,0.389,-8.667,0.0422,0.863,0,0.1,0.287,81.397,235835,46675873,28706917,TRUE,16257692,0.007947467849181954,1.906342393269052e-4,Sad/Melancholic,0.125258,6,Unlicensed_official
KAYTRANADA,Vex Oh (feat. Eight9FLY),album,0.742,0.645,-10.248,0.386,0.148,2.86e-5,0.0861,0.804,112.402,162147,5640223,55283869,TRUE,73769394,0.010516960056366566,1.0513768693188195e-4,Happy/Energetic,0.47859,6,Licensed_official
Johannes Brahms,"Symphony No. 3 in F Major, Op. 90: III. Poco allegretto",album,0.0818,0.0218,-28.778,0.0409,0.965,0.841,0.104,0.0616,172.879,374733,506575,20409550,TRUE,7737161.5,0.01558505650693382,4.224448502196121e-4,Sad/Melancholic,0.00178324,0,Unlicensed_unofficial
LUCKI,WHITE HOUSE (feat. Babyface Ray),album,0.809,0.501,-11.157,0.249,0.00212,2.97e-6,0.102,0.152,136.975,154599,266535,7449842,TRUE,16182648,0.026679422965089013,6.603260359802652e-4,Anger/Unpleasant,0.40530900000000003,2,Licensed_official
Van Halen,Can't Stop Lovin' You,album,0.609,0.912,-3.324,0.0338,0.0734,3.1e-6,0.159,0.564,118.035,247467,7306761,82904711,TRUE,126323886,0.00783315616864983,2.1048998318133028e-4,Happy/Energetic,0.555408,9,Unlicensed_unofficial
NF,When I Grow Up,album,0.817,0.814,-3.985,0.185,0.32,0,0.152,0.247,109.994,196800,211586396,260959663,TRUE,329004283,0.016349765700437564,5.192110744208716e-4,Anger/Unpleasant,0.6650379999999999,2,Licensed_official
Simone Sommerland,Aramsamsam,album,0.604,0.365,-5.011,0.0966,0.381,0,0.108,0.766,70.463,93933,94022305,45380468,TRUE,19637681,0.0014867323237821068,0,Calm/Relaxing,0.22046,1,Licensed_official
K. S. Chithra,Gudilo Badilo Madilo,single,0.769,0.737,-6.462,0.199,0.212,0,0.264,0.877,96.105,264514,95029171,7392171,TRUE,11571944,0.0037835329532654766,1.0866137093840374e-4,Happy/Energetic,0.566753,10,Licensed_official
Faith Evans,Party on the West Coast (feat. Snoop Dogg),single,0.635,0.795,-5.089,0.0917,0.0448,1.48e-5,0.119,0.404,103.951,233077,2588132,109076685,TRUE,25502084.5,0.018745566300327803,6.541397424860865e-4,Anger/Unpleasant,0.5048250000000001,1,Licensed_official
Belo,Reinventar,album,0.596,0.625,-6.389,0.0427,0.465,0,0.298,0.674,143.791,248360,52089829,14450614,TRUE,11128930,0.004586346405552608,1.254179582735816e-4,Happy/Energetic,0.3725,6,Licensed_official
The Paper Kites,Arms,album,0.41,0.141,-18.564,0.0337,0.931,0.0898,0.118,0.239,149.884,203560,361,82862876,TRUE,27477549.5,0.036011080332409975,0,Sad/Melancholic,0.05780999999999999,2,Unlicensed_unofficial
Alka Yagnik,Bole Chudiyan,album,0.59,0.875,-5.294,0.171,0.45,1.16e-5,0.164,0.737,96.915,408133,763521214,42519818,TRUE,21969472,0.004655226252822885,1.5243453340380925e-4,Happy/Energetic,0.51625,5,Licensed_official
Maes,Billets verts,album,0.664,0.573,-8.727,0.0825,0.658,3.35e-6,0.129,0.39,154.043,169880,74335088,81213065,TRUE,32655342,0.004304642781885184,9.19215969718096e-5,Anger/Unpleasant,0.380472,1,Licensed_official
REO Speedwagon,Time for Me to Fly,album,0.463,0.629,-7.075,0.0269,0.0524,0,0.176,0.459,81.797,221387,7660515,48362442,TRUE,32673964,0.00803810187696258,4.053252294395351e-4,Anger/Unpleasant,0.291227,2,Licensed_official
Blue Öyster Cult,Veteran of the Psychic Wars,album,0.453,0.776,-9.937,0.0432,0.162,3.81e-5,0.349,0.568,85.992,289587,4842787,11157515,TRUE,26913170,0.008201475720489048,6.20923447593297e-4,Happy/Energetic,0.351528,0,Unlicensed_unofficial
Iggy Pop,Morning Show,album,0.474,0.67,-6.846,0.0299,0.00964,0.407,0.124,0.262,81.921,227167,79856,328897,TRUE,18365942,0.028300941695051093,0.00197856141053897,Anger/Unpleasant,0.31758000000000003,0,Licensed_official
Usher,Love in This Club (feat. Young Jeezy),album,0.573,0.712,-5.976,0.0732,0.0572,0,0.167,0.346,140.012,259720,220352721,187484145,TRUE,271547095,0.0036221154718575044,1.1413065328110924e-4,Anger/Unpleasant,0.40797599999999995,0,Licensed_official
Good Charlotte,I Just Wanna Live,album,0.803,0.83,-4.636,0.0356,0.0144,0,0.103,0.935,111.033,166053,50338486,82843050,TRUE,39437144,0.00659133848403784,1.5310353195763577e-4,Happy/Energetic,0.66649,10,Licensed_official
Juan Gabriel,Abrázame Muy Fuerte,album,0.515,0.387,-7.343,0.0567,0.689,0,0.126,0.312,135.739,239427,419259791,232428040,TRUE,68318021,0.0026603982159596126,9.659643225839418e-5,Sad/Melancholic,0.199305,4,Licensed_official
Ludacris,My Chick Bad,album,0.624,0.723,-6.782,0.378,0.172,0,0.483,0.757,84.789,216933,145181046,142416946,TRUE,58795363,0.004992187478798024,2.1356782344714612e-4,Happy/Energetic,0.451152,1,Licensed_official
5 Seconds of Summer,Me Myself & I,album,0.575,0.556,-5.107,0.0283,0.0303,0,0.0903,0.44,87.991,177879,11842423,45226156,TRUE,392411642.5,0.0205688481149508,5.786822510900007e-4,Anger/Unpleasant,0.3197,4,Licensed_official
Wings,Arrow Through Me - Remastered 1993,album,0.874,0.364,-12.326,0.0983,0.218,0.0263,0.101,0.675,86.004,216693,717795,19505317,TRUE,35884967,0.016813992853112657,4.1655347278819163e-4,Calm/Relaxing,0.318136,2,Licensed_official
Shenseea,Lighter (with Tarrus Riley & Rvssian),single,0.521,0.682,-5.642,0.14,0.162,0,0.1,0.208,177.826,124516,80772769,14641409,TRUE,10432557.5,0.007913100020131784,1.9308487492857896e-4,Anger/Unpleasant,0.355322,1,Licensed_official
Elefante,Así Es la Vida,album,0.799,0.664,-8.16,0.0899,0.134,0,0.146,0.631,97.987,310147,54235611,215094499,TRUE,87147567,0.004442192049795474,1.4621389625351506e-5,Happy/Energetic,0.530536,7,Unlicensed_official
Phil Collins,One More Night - 2016 Remaster,album,0.534,0.442,-9.442,0.0308,0.788,3.51e-4,0.0986,0.343,136.369,288973,83519996,140157386,TRUE,309356443,0.004698120435733737,1.9367817019531465e-4,Sad/Melancholic,0.23602800000000002,3,Licensed_official
David Guetta,Titanium (feat. Sia),album,0.604,0.788,-3.673,0.103,0.0678,0.153,0.127,0.301,126.06,245040,1659258469,1270523403,TRUE,212910249,0.005013171338527608,1.7899562096494563e-4,Anger/Unpleasant,0.475952,0,Licensed_official
Ice Nine Kills,Hip To Be Scared [Feat. Jacoby Shaddix],album,0.276,0.862,-5.352,0.255,0.00147,0,0.174,0.526,182.115,203560,5869892,22423686,TRUE,15905112,0.01667850106952564,7.998443582948375e-4,Happy/Energetic,0.237912,1,Unlicensed_official
Rafaga,Vete,album,0.699,0.913,-3.376,0.0451,0.418,3.62e-4,0.331,0.771,93.975,204640,78798230,14107534,TRUE,13223759,0.0019354495653011495,4.6929988148210945e-5,Happy/Energetic,0.638187,5,Licensed_official
Ocean Sounds,Waves: Calm,album,0.208,0.989,-17.595,0.109,0.135,5.61e-4,0.47,0.0154,118.485,56152,11363988,45120628,TRUE,7629531,0.0067077684348135535,2.2650499102955758e-4,Anger/Unpleasant,0.20571199999999998,1,Licensed_official
Tame Impala,Let It Happen,album,0.602,0.881,-5.875,0.0443,0.00462,0.0266,0.111,0.577,125.012,467587,97212057,364175319,TRUE,258478149,0.008291852110484608,2.003249452894511e-4,Happy/Energetic,0.530362,1,Licensed_official
Three Days Grace,Break,album,0.578,0.897,-3.906,0.0357,6.66e-4,0,0.0924,0.737,115.491,193107,86599356,106327638,TRUE,186369505,0.005786082289110787,2.7743855277630473e-4,Happy/Energetic,0.518466,0,Licensed_official
Ezhel,Nerdesin,single,0.816,0.696,-6.75,0.153,0.201,6.43e-4,0.13,0.81,100.004,176268,57451251,86774583,TRUE,80918478,0.00571498434385702,2.0634885739911912e-4,Happy/Energetic,0.5679359999999999,8,Licensed_official
Jessie Reyez,FIGURES,album,0.6,0.139,-8.975,0.0464,0.811,9.5e-6,0.0918,0.256,171.041,240907,105473489,167619713,TRUE,11181756,0.010714976917090512,2.2533624539527653e-4,Sad/Melancholic,0.0834,7,Licensed_official
La Santa Grifa,No Me Hablen De Penas,single,0.647,0.464,-8.813,0.303,0.197,0,0.195,0.879,186.211,115329,11206089,29206125,TRUE,53611085.5,0.01722304722013184,2.3790637393652684e-4,Calm/Relaxing,0.30020800000000003,10,Licensed_official
YSY A,CUÁNTOS TÉRMINOS?,album,0.738,0.744,-5.605,0.103,0.0478,3.92e-6,0.251,0.569,124.492,150484,4551149,15287407,TRUE,26297019,0.013716096748315644,2.2367977844715698e-4,Happy/Energetic,0.549072,11,Licensed_official
Russ,What They Want,album,0.71,0.404,-10.04,0.379,0.484,0,0.0953,0.398,139.553,165853,375882869,473672996,TRUE,144651000,0.008248976624683579,1.3219277625552017e-4,Sad/Melancholic,0.28684,1,Licensed_official
Ferrugem,É natural (Participação especial de Bruno Cardoso) - Ao vivo,album,0.497,0.74,-5.475,0.0447,0.531,0,0.486,0.478,76.139,207093,95921750,103140088,TRUE,80313193,0.004777467049965206,6.30513934535181e-5,Anger/Unpleasant,0.36778,1,Licensed_official
Panic! At The Disco,The Ballad of Mona Lisa,album,0.436,0.893,-4.18,0.0556,3.62e-4,0,0.103,0.0794,124.113,226680,194994719,201081673,TRUE,434474091,0.006981358300272737,4.6937681425105674e-4,Anger/Unpleasant,0.389348,9,Licensed_official
Green Day,Brain Stew,album,0.559,0.543,-5.429,0.302,0.00133,2e-5,0.0577,0.337,75.958,193000,29134130,137134525,TRUE,493904399,0.010329671762980394,5.171254470272495e-4,Anger/Unpleasant,0.30353700000000006,1,Licensed_official
Disney,I'll Make a Man Out of You,compilation,0.672,0.322,-17.669,0.0339,0.144,2.96e-5,0.074,0.496,113.852,201680,154690126,266083896,TRUE,193227242,0.005221949331142183,0,Sad/Melancholic,0.21638400000000002,7,Licensed_official
Bone Thugs-N-Harmony,1st of Tha Month,album,0.729,0.581,-8.235,0.18,0.0777,3.81e-6,0.696,0.508,74.038,314680,29851205,93146151,TRUE,25378771,0.009952596553472465,9.141004525612952e-4,Happy/Energetic,0.42354899999999995,5,Unlicensed_unofficial
Los Rehenes,Un Títere,album,0.71,0.576,-6.245,0.0487,0.397,4.45e-4,0.165,0.965,163.107,169907,438654,23976654,TRUE,19122028,0.004983426573107734,1.322226629644321e-4,Happy/Energetic,0.40895999999999993,7,Licensed_official
Waylon Jennings,Good Hearted Woman,album,0.484,0.413,-14.422,0.0394,0.633,0.0442,0.375,0.766,106.72,181440,180845,62620799,TRUE,43472637.5,0.01011363322181979,3.9813099615692996e-4,Calm/Relaxing,0.199892,2,Unlicensed_unofficial
Counting Crows,Mr. Jones,album,0.578,0.817,-6.542,0.0363,0.183,3.06e-6,0.285,0.726,141.621,272293,273068366,581748805,TRUE,37718408,0.004011559508141635,1.0263730072636829e-4,Happy/Energetic,0.4722259999999999,0,Licensed_official
Van Morrison,Someone Like You,album,0.474,0.351,-8.296,0.0286,0.382,0.00108,0.0802,0.235,140.804,249627,4731304,42727041,TRUE,118345638,0.0070458376802674276,3.7410405249800057e-4,Sad/Melancholic,0.166374,7,Licensed_official
Marvin Gaye,I Heard It Through The Grapevine,album,0.711,0.362,-10.851,0.0381,0.272,0,0.127,0.616,117.287,194293,280889,299483954,TRUE,220164864,0.012168507844735822,4.0941439501012854e-4,Calm/Relaxing,0.257382,3,Unlicensed_unofficial
Lil Jon,Act A Fool,single,0.849,0.887,-3.083,0.285,0.00739,0,0.375,0.814,149.956,281080,148825368,11783832,TRUE,82126207.5,0.009487656701107568,7.894487450553456e-5,Happy/Energetic,0.753063,1,Unlicensed_unofficial
Playboi Carti,Fell In Luv (feat. Bryson Tiller),album,0.657,0.668,-6.208,0.136,0.0273,0,0.32,0.227,162.997,206333,4454693,228254246,TRUE,211829976,0.020472566796409988,4.3818956772105286e-4,Anger/Unpleasant,0.43887600000000004,2,Unlicensed_official
"Sergio Vega ""El Shaka""",Dueño de Ti,album,0.734,0.676,-0.007,0.047,0.314,0,0.0646,0.774,146.181,220587,91365348,89623699,TRUE,22833551.5,0.004791499289205356,6.475102573899243e-5,Happy/Energetic,0.496184,10,Licensed_official
Bob Dylan,Mr. Tambourine Man,album,0.39,0.31,-14.545,0.0676,0.794,0,0.379,0.584,177.515,330533,5295666,93541470,TRUE,149186811,0.009301946157480475,3.510417764262323e-4,Calm/Relaxing,0.12090000000000001,5,Licensed_official
Anderson .Paak,Where I Go (feat. H.E.R.),single,0.62,0.396,-15.498,0.206,0.735,9.85e-4,0.0976,0.774,87.865,201027,2629453,11989732,TRUE,60703760,0.029280614637340923,0.0011028909815083213,Calm/Relaxing,0.24552000000000002,1,Unlicensed_official
Marracash,CRUDELIA - I nervi,album,0.503,0.551,-7.416,0.0733,0.132,0,0.343,0.0625,109.862,230923,42685005,107781390,TRUE,28405260,0.005885181458922167,1.2580530329093319e-4,Anger/Unpleasant,0.27715300000000004,7,Licensed_official
Ocean Sounds,White Noise Waves,album,0.0738,0.352,-15.778,0.0619,0.0673,0.995,0.294,0.0185,173.517,108500,332960,6090558,TRUE,9825568,0.004853435848149928,1.892119173474291e-4,Sad/Melancholic,0.0259776,3,Licensed_official
Wesley Safadão,Beijo pra Jogo - Ao Vivo,single,0.563,0.682,-7.505,0.0423,0.769,1.61e-6,0.721,0.615,143.978,205000,1437723,1937518,TRUE,31819489.5,0.02114941473427079,3.1995036596061966e-4,Happy/Energetic,0.383966,3,Licensed_official
