Artist,Track,Album_type,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Stream,Has_youtube,Artist_LOO_stream,Likes_rate,Comments_rate,Mood_quadrant,Party_index,Key_factor,Licensed_video_combo
Frank Ocean,Chanel,single,0.776,0.503,-5.732,0.237,0.874,0,0.112,0.473,110.134,210285,76501,610863182,TRUE,531590413,0.018574920589273344,7.843034731572136e-4,Anger/Unpleasant,0.390328,0,Unlicensed_unofficial
Angel Y Khriz,Como Olvidarte,album,0.58,0.544,-6.998,0.0342,0.368,0,0.109,0.365,119.657,260840,277595,15281378.5,TRUE,9272019,0.006556314054647959,2.1253985122210415e-4,Anger/Unpleasant,0.31552,4,Unlicensed_unofficial
Travis Scott,goosebumps,album,0.841,0.728,-3.37,0.0484,0.0847,0,0.149,0.43,130.049,243837,844013373,1888027534,TRUE,276085666,0.010058949622827837,2.2075479602619993e-4,Anger/Unpleasant,0.612248,7,Licensed_official
Jovanotti,L'Estate Addosso,album,0.706,0.914,-3.264,0.0355,0.0308,3.87e-6,0.0952,0.93,129.988,234787,39513170,38802249,TRUE,33693093,0.003235630044362424,7.395002729469693e-5,Happy/Energetic,0.645284,4,Licensed_official
Fuego,Bonita,single,0.846,0.577,-6.048,0.0407,0.0206,2.97e-6,0.164,0.703,120.006,250082,5492854,9237179,TRUE,9887166,0.01145415479821601,1.5947993520308386e-4,Happy/Energetic,0.48814199999999996,8,Unlicensed_official
Zé Ramalho,Chão de Giz,album,0.666,0.44,-9.32,0.0333,0.836,0.00133,0.198,0.341,143.853,271227,223596260,81670359,TRUE,23189430,0.0053527415887904385,1.4488167199218808e-4,Sad/Melancholic,0.29304,7,Licensed_official
Marcos Witt,Renuévame,album,0.667,0.522,-10.06,0.0341,0.898,0.0936,0.758,0.677,118.186,164587,6631701,13589579,TRUE,14153050,0.00400983096192063,1.1460106539785192e-4,Happy/Energetic,0.34817400000000004,2,Licensed_official
Naps,Best life,album,0.919,0.779,-4.739,0.147,0.258,0,0.0991,0.941,138.038,189400,117077569,84798643,TRUE,58383820.5,0.00445705359666291,8.205670891577873e-5,Happy/Energetic,0.715901,7,Licensed_official
Jelly Roll,Bottle and Mary Jane,album,0.551,0.626,-7.666,0.189,0.651,0,0.165,0.426,180.015,172421,39982189,35238721,TRUE,42283775,0.008333560726252381,1.360855955135423e-4,Anger/Unpleasant,0.344926,11,Unlicensed_official
Dimitri Vegas & Like Mike,Say My Name,single,0.729,0.788,-4.832,0.0908,0.0703,0,0.115,0.857,118.039,159536,3877674,146207284,TRUE,17535184.5,0.013147314601485324,4.1958142948582064e-4,Happy/Energetic,0.574452,10,Unlicensed_official
The Lumineers,Ophelia,album,0.664,0.573,-6.519,0.0277,0.613,3.63e-4,0.0857,0.566,76.023,160097,217403417,924159681,TRUE,264350106,0.00757513852691653,1.3113409344435464e-4,Happy/Energetic,0.380472,5,Licensed_official
Zeca Pagodinho,Sonho Meu,compilation,0.596,0.451,-9.468,0.0404,0.64,3.52e-6,0.158,0.486,148.045,228133,28485977,42852463,TRUE,10244895.5,0.004647304180579799,1.2528971711238832e-4,Sad/Melancholic,0.268796,5,Licensed_official
Placebo,Special Needs,album,0.3,0.571,-10.152,0.0331,8.2e-4,0.8,0.0851,0.0413,178.089,315987,26358859,59054570,TRUE,45429144.5,0.005114637169992829,1.1533124404208847e-4,Anger/Unpleasant,0.17129999999999998,10,Licensed_official
6ix9ine,GOTTI,album,0.728,0.584,-7.255,0.176,0.0524,0,0.0658,0.365,161.9,166852,534681903,231064701,TRUE,299414533,0.007662501717399625,5.065909253337867e-4,Anger/Unpleasant,0.425152,10,Unlicensed_unofficial
Dr. Dre,Kush - Main,single,0.444,0.866,-6.217,0.111,6.22e-4,4.72e-5,0.105,0.375,94.968,235120,194414043,118973790,TRUE,307494929,0.00498008263734323,3.147252073760947e-4,Anger/Unpleasant,0.384504,7,Licensed_official
Eyedress,On Fye,album,0.484,0.804,-5.884,0.0286,0.0111,0.116,0.268,0.802,92.425,127000,205772,21789070,TRUE,25127384,0.026854965690181365,9.379313026067687e-4,Happy/Energetic,0.38913600000000004,1,Unlicensed_official
Maluma,Ojalá,single,0.765,0.624,-4.932,0.0929,0.325,0,0.104,0.277,92.984,189080,8305795,28573833,TRUE,342970035.5,0.015439220447892104,4.124830916245826e-4,Anger/Unpleasant,0.47736,7,Licensed_official
Fabolous,You Be Killin Em,album,0.664,0.909,-3.552,0.22,0.444,0,0.525,0.557,93.977,209693,19478339,41565974,TRUE,45735566,0.005455598652431298,2.858046571630158e-4,Happy/Energetic,0.603576,6,Licensed_official
Sabrina Carpenter,On My Way,album,0.522,0.697,-5.288,0.103,0.0291,0,0.319,0.235,169.775,193959,67793875,529555988,TRUE,36058220,0.011439514262903544,2.849372454369956e-4,Anger/Unpleasant,0.363834,1,Unlicensed_official
Central Cee,LET GO,single,0.735,0.449,-9.933,0.383,0.859,0,0.213,0.514,146.016,175890,34765362,126735336,TRUE,182966070,0.023769981166886743,2.7418095056798203e-4,Calm/Relaxing,0.330015,2,Licensed_official
H.E.R.,Could've Been (feat. Bryson Tiller),album,0.45,0.352,-11.733,0.267,0.649,3.8e-6,0.249,0.408,102.679,252747,116708706,297699092,TRUE,122357701,0.007245783360840279,9.631672207898526e-5,Sad/Melancholic,0.15839999999999999,1,Licensed_official
Jon Pardi,Dirt On My Boots,album,0.683,0.796,-4.179,0.0285,0.111,0,0.197,0.531,90.031,201893,22137994,271729763,TRUE,124561776,0.006542959583420251,6.030356680013555e-5,Happy/Energetic,0.543668,11,Licensed_official
Diomedes Diaz,Los Recuerdos De Ella,album,0.762,0.641,-8.79,0.115,0.13,0,0.148,0.975,89.646,235360,7265096,6211173,TRUE,14257369,0.0028457985964672732,7.185039261697299e-5,Happy/Energetic,0.48844200000000004,8,Licensed_official
Los Cafres,Sigo Caminando,album,0.71,0.469,-8.74,0.0553,0.345,3.41e-6,0.105,0.51,77.065,302280,19580644,33560127,TRUE,30185242,0.003423738259068496,7.553377713215153e-5,Calm/Relaxing,0.33298999999999995,4,Licensed_official
Fito Paez,El amor después del amor,album,0.641,0.797,-6.536,0.0431,0.00357,3.25e-5,0.0279,0.655,94.884,311893,1643231,72682130,TRUE,24364696,0.004985908858827518,3.3714066981453005e-4,Happy/Energetic,0.510877,7,Unlicensed_unofficial
Stevie Wonder,"Signed, Sealed, Delivered (I'm Yours)",album,0.675,0.597,-11.329,0.0337,0.0534,0,0.0986,0.828,108.875,161160,1305010,473098408,TRUE,188394320.5,0.009819848123769166,2.9348434111616006e-4,Happy/Energetic,0.402975,5,Licensed_official
Espinoza Paz,Perdí la Pose,album,0.456,0.317,-4.957,0.0414,0.489,0,0.588,0.608,174.476,157468,44417092,39746042,TRUE,23502462,0.0033535513761234078,6.279114355347712e-5,Calm/Relaxing,0.14455200000000001,5,Licensed_official
Dove Cameron,If Only,compilation,0.477,0.6,-5.652,0.0324,0.271,0,0.112,0.29,152.062,229813,228093824,121359658,TRUE,73188048,0.0073740444633871366,3.1644872594182997e-4,Anger/Unpleasant,0.28619999999999995,7,Licensed_official
YNW Melly,223's (feat. 9lokknine),album,0.932,0.547,-7.787,0.333,0.0388,0,0.0924,0.695,94.998,176640,37702900,404274749,TRUE,198406357,0.0217766272620939,0.0013237973736768258,Happy/Energetic,0.509804,0,Unlicensed_official
Morat,Idiota,album,0.484,0.58,-6.557,0.256,0.354,0,0.374,0.597,160.138,183693,51928676,131251688,TRUE,138264046,0.0113670335057262,4.6646673602847104e-4,Happy/Energetic,0.28071999999999997,11,Licensed_official
Halsey,"Stay With Me (with Justin Timberlake, Halsey & Pharrell)",album,0.81,0.733,-6.338,0.0444,0.276,6.73e-6,0.288,0.9,125.975,229283,26642160,99934776,TRUE,869667507.5,0.0118374786428728,3.4276500103595206e-4,Happy/Energetic,0.59373,9,Licensed_official
112,Anywhere,album,0.592,0.499,-7.806,0.277,0.174,0,0.122,0.863,125.824,244416,12752415,30854723,TRUE,39943174.5,0.01046680177832983,2.717132401980331e-4,Calm/Relaxing,0.295408,5,Licensed_official
Swarnalatha,Maasi Masam Alana Ponnu,single,0.558,0.336,-13.023,0.0511,0.84,0.153,0.333,0.546,74.61,299886,3430836,2479973,TRUE,4929017,0.006521151113023181,3.209130369391017e-4,Calm/Relaxing,0.18748800000000002,11,Unlicensed_unofficial
deadmau5,Take Me High,single,0.713,0.77,-6.173,0.0417,0.00285,0.461,0.597,0.0391,127.936,255000,972542,5049195,TRUE,18598716,0.01234393990182429,3.660510291586379e-4,Anger/Unpleasant,0.54901,10,Unlicensed_official
Daughtry,Start of Something Good,album,0.424,0.68,-4.311,0.0374,0.0102,0,0.224,0.415,157.867,264853,29165978,23875004,TRUE,53510083,0.0067363419117987405,1.5542081256455725e-4,Anger/Unpleasant,0.28832,8,Licensed_official
Saweetie,My Type,album,0.899,0.811,-6.294,0.258,6.77e-4,0,0.0672,0.587,105.038,126446,143689616,317319763,TRUE,86727795,0.013211824576105764,0.00029706391587823574,Happy/Energetic,0.7290890000000001,2,Licensed_official
James Blake,"King's Dead (with Kendrick Lamar, Future & James Blake)",single,0.645,0.705,-5.008,0.299,8.13e-4,0,0.128,0.376,137.133,229670,141340149,525330567,TRUE,57116898.5,0.012477961941302325,4.980113612304172e-4,Anger/Unpleasant,0.454725,1,Licensed_official
The White Stripes,Seven Nation Army,album,0.743,0.446,-7.807,0.0683,0.0039,0.118,0.337,0.278,123.596,232107,531538957,1224350356,TRUE,34019784,0.008639370528771987,2.863214407819971e-4,Sad/Melancholic,0.331378,4,Licensed_official
Halsey,Walls Could Talk,album,0.626,0.423,-6.035,0.0513,0.128,0,0.18,0.571,95.162,101790,5328182,265621124,TRUE,869667507.5,0.03247599274949692,4.357959243884687e-4,Calm/Relaxing,0.264798,1,Licensed_official
Don Henley,Sunset Grill,album,0.557,0.577,-12.175,0.027,0.0796,2.31e-5,0.0604,0.445,91.877,379000,3375692,7815927,TRUE,40197316,0.008355027650626894,3.294139394233834e-4,Anger/Unpleasant,0.321389,8,Licensed_official
dazy,Sunroof (feat. Thomas Rhett),single,0.726,0.796,-4.295,0.0381,0.276,0,0.151,0.752,131.449,163026,66573172,93110684,TRUE,15281378.5,0.012383622039220244,1.5890785555478713e-4,Happy/Energetic,0.577896,10,Unlicensed_official
Vince Staples,ARE YOU WITH THAT?,album,0.859,0.423,-10.698,0.283,0.543,0,0.104,0.563,125.89,138410,3640821,40299375,TRUE,68722902,0.028678421707631328,0.0010775042222619568,Calm/Relaxing,0.363357,1,Licensed_official
Jay Park,Me Like Yuh,album,0.715,0.831,-6.161,0.0728,0.221,3.99e-6,0.132,0.805,100.006,223642,51489467,39061366,TRUE,42686166,0.017303636100952452,4.312144074049164e-4,Happy/Energetic,0.5941649999999999,2,Unlicensed_unofficial
AP Dhillon,Brown Munde,single,0.854,0.611,-6.26,0.0864,0.223,0,0.119,0.417,100.024,254400,598801454,181309690,TRUE,89885650,0.011307774813786607,2.7566566329680287e-4,Anger/Unpleasant,0.521794,8,Licensed_official
Moira Dela Torre,ikaw at sila,single,0.466,0.234,-13.749,0.0481,0.899,0,0.113,0.362,125.773,249524,2369511,1304038,TRUE,45572848,0.046936688624783764,0.002847422949292069,Sad/Melancholic,0.10904400000000002,7,Unlicensed_official
Tom Jones,Sexbomb,album,0.801,0.876,-3.94,0.0446,0.144,1.38e-5,0.104,0.932,122.979,211893,18198683,84212733,TRUE,19902588,0.0075130711381697236,1.5402213445885068e-4,Happy/Energetic,0.7016760000000001,8,Unlicensed_official
Jack Johnson,I Got You,album,0.899,0.399,-6.553,0.038,0.61,1.52e-5,0.0923,0.544,98.067,179347,31800943,160142201,TRUE,112408004,0.004501187276113165,8.106677842855162e-5,Calm/Relaxing,0.35870100000000005,11,Licensed_official
Anirudh Ravichander,"Arabic Kuthu - Halamithi Habibo (From ""Beast"")",single,0.608,0.757,-6.945,0.164,0.259,0.00216,0.259,0.625,124.078,279677,385491264,122505117,TRUE,43758762,0.008228303197034317,1.7482627051180075e-4,Happy/Energetic,0.460256,2,Licensed_official
Fred again..,Delilah (pull me out of this),album,0.685,0.827,-7.745,0.224,0.138,0.00207,0.374,0.586,133.93,250702,570344,30282936,TRUE,24923775,0.015637930792644437,5.400249673881026e-4,Happy/Energetic,0.566495,10,Licensed_official
Carin Leon,El Tóxico,single,0.626,0.503,-5.087,0.141,0.407,0,0.234,0.821,72.985,179746,459632316,275938206,TRUE,94709926,0.0038865870344938934,4.949390895308588e-5,Happy/Energetic,0.314878,10,Licensed_official
Yuvan Shankar Raja,High On Love,single,0.627,0.779,-4.944,0.0392,0.214,9.34e-6,0.112,0.619,149.929,240169,52453152,28925838,TRUE,20229994,0.005640652443536663,1.6950363631150326e-4,Happy/Energetic,0.488433,4,Licensed_official
Chris Young,Think of You,album,0.616,0.893,-3.588,0.0375,9.37e-4,0,0.111,0.567,111.959,218947,43358296,145885914,TRUE,85151710,0.004550017371531391,8.814922062435295e-5,Happy/Energetic,0.550088,11,Licensed_official
Niro,Printemps blanc,album,0.605,0.447,-8.432,0.136,0.717,1.32e-6,0.129,0.281,104.692,252933,20827682,25486297,TRUE,12739243,0.008815335283110237,1.770240202438274e-4,Sad/Melancholic,0.270435,4,Licensed_official
Sufjan Stevens,Death with Dignity,album,0.514,0.16,-21.04,0.0383,0.986,0.0176,0.113,0.395,169.898,239508,8471245,79455335,TRUE,89133935.5,0.00928907144109278,3.771582571392989e-4,Sad/Melancholic,0.08224000000000001,4,Licensed_official
Darius Rucker,Don't Think I Don't Think About It,album,0.578,0.752,-5.264,0.033,0.0275,0,0.125,0.405,149.689,183307,19857221,31933387,TRUE,75050745.5,0.006495420482050333,1.5903534537889264e-4,Anger/Unpleasant,0.434656,9,Licensed_official
Coi Leray,Players,single,0.954,0.516,-5.817,0.16,0.03,7.54e-6,0.0504,0.624,105.001,139560,3284038,36075331,TRUE,18352162.5,0.03242715218277011,8.221585742917713e-4,Happy/Energetic,0.492264,6,Licensed_official
Pepe Aguilar,Por Una Mujer Bonita,album,0.478,0.485,-5.489,0.0316,0.744,0,0.243,0.538,142.108,164720,9214313,54748976,TRUE,47153807,0.0033120212000612523,4.5689787182180594e-5,Calm/Relaxing,0.23182999999999998,4,Licensed_official
Jeff Beck,People Get Ready,album,0.502,0.352,-14.362,0.0276,0.437,5.84e-5,0.293,0.358,143.685,292693,8035852,14131429,TRUE,4340030.5,0.009271325554527386,6.004341543373372e-4,Sad/Melancholic,0.176704,2,Licensed_official
María José,Prefiero Ser Su Amante,album,0.632,0.869,-3.891,0.0271,0.00128,1.46e-5,0.0658,0.561,131.988,208000,79663447,87668495,TRUE,48533462,0.0037955174096345593,1.0253134037747576e-4,Happy/Energetic,0.549208,0,Licensed_official
Wiz Khalifa,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",single,0.502,0.786,-4.378,0.317,0.255,0,0.65,0.739,169.021,243491,788319057,1004661276,TRUE,230458933,0.0077919694385873515,1.8025823267646822e-4,Happy/Energetic,0.39457200000000003,9,Licensed_official
Ms. Lauryn Hill,Ex-Factor,album,0.593,0.619,-9.003,0.0976,0.118,0,0.484,0.668,80.02,326533,118440055,164734842,TRUE,76460952.5,0.006175267311383805,1.8336702055736127e-4,Happy/Energetic,0.367067,3,Licensed_official
Jarabe De Palo,El lado oscuro,album,0.818,0.723,-6.702,0.0296,0.528,5.91e-4,0.0905,0.748,98.049,288053,73902220,89280342,TRUE,63080981,0.0031269020064620522,3.612881994613964e-6,Happy/Energetic,0.591414,7,Licensed_official
John Lennon,Imagine - Ultimate Mix,album,0.578,0.339,-10.686,0.0263,0.924,0.0491,0.0988,0.14,75.661,186213,275506191,27554508,TRUE,92834005,0.008030193412241687,3.63316699478452e-4,Sad/Melancholic,0.195942,0,Licensed_official
Los Invasores De Nuevo León,Total Ya Se Fue,album,0.725,0.392,-8.972,0.0419,0.239,0,0.141,0.763,176.517,188093,11256541,27576459,TRUE,37598596,0.0032743628793250076,6.796048626305363e-5,Calm/Relaxing,0.2842,0,Licensed_official
Engenheiros Do Hawaii,Infinita Highway - Ao Vivo,album,0.633,0.856,-7.662,0.042,0.251,0,0.957,0.693,140.155,258587,7717243,67891990,TRUE,25013629,0.00547449393520458,1.9436993237092573e-4,Happy/Energetic,0.541848,4,Unlicensed_unofficial
Ñengo Flow,Safaera,album,0.607,0.829,-4.074,0.379,0.0103,0,0.107,0.685,96.172,295177,355568409,738555031,TRUE,59851305.5,0.007449984118246006,1.5858832948233037e-4,Happy/Energetic,0.503203,2,Licensed_official
Tom Rosenthal,Worries - 2021,single,0.71,0.0573,-14.762,0.0415,0.99,0.0222,0.0769,0.542,138.129,130884,300518,6898238,TRUE,13102994,0.036739895779953284,0.0012844488516494852,Calm/Relaxing,0.040683,9,Licensed_official
Madison Beer,BOYSHIT,album,0.638,0.699,-6.542,0.0892,0.0203,0,0.0879,0.57,121.122,160398,9261528,56550758,TRUE,229049923,0.029067773697817465,0.0011998020197099225,Happy/Energetic,0.44596199999999997,1,Licensed_official
Wolfgang Amadeus Mozart,"Symphony No. 25 in G Minor, K. 183: I. Allegro con brio",album,0.428,0.237,-13.764,0.0351,0.987,0.896,0.0849,0.357,79.904,460027,6451679,26979627,TRUE,24908821,0.00797079333922224,5.410994564360688e-4,Sad/Melancholic,0.101436,7,Unlicensed_unofficial
Beach House,PPP,album,0.49,0.466,-7.685,0.0284,0.364,0.888,0.0568,0.153,104.882,368547,232032,49267838,TRUE,31160102,0.02839694524893118,4.137360364087712e-4,Sad/Melancholic,0.22834000000000002,1,Unlicensed_unofficial
Darius Rucker,Come Back Song,album,0.516,0.745,-5.674,0.0381,0.138,0,0.114,0.77,177.781,235147,16908217,56266408,TRUE,75050745.5,0.005417011149076215,2.2225879878404683e-4,Happy/Energetic,0.38442,9,Licensed_official
Mikky Ekko,U,album,0.663,0.648,-8.014,0.0527,0.224,0,0.111,0.538,120.026,237773,320986,5742329,TRUE,10404444.5,0.009118777766008486,3.3957867321316197e-4,Happy/Energetic,0.42962400000000006,7,Unlicensed_unofficial
Aphex Twin,Avril 14th,album,0.558,0.0259,-30.016,0.0458,0.996,0.871,0.0969,0.37,157.811,125520,3831690,149358376,TRUE,19613463,0.006573078719833807,0.0010909024477449899,Sad/Melancholic,0.014452200000000002,8,Unlicensed_unofficial
TWICE,Feel Special,album,0.708,0.959,-1.338,0.0604,0.0296,0.00188,0.107,0.644,128.981,206867,459290870,283695068,TRUE,296008948,0.010978972867455432,0.0012894769713144962,Happy/Energetic,0.6789719999999999,1,Licensed_official
Booba,Ridin',album,0.757,0.708,-3.927,0.0443,0.307,2.98e-5,0.112,0.5,138.991,211453,5897056,33333568,TRUE,13599840,0.005701319438038235,5.23990275825768e-5,Happy/Energetic,0.535956,0,Licensed_official
Ahmet Kaya,Herkes Kendi İşine,album,0.459,0.477,-13.075,0.0326,0.639,5.89e-6,0.105,0.744,138.255,153600,19695172,8060513,TRUE,26748890.5,0.005467126664341901,2.145703525716861e-4,Calm/Relaxing,0.218943,1,Unlicensed_unofficial
Rahat Fateh Ali Khan,Bol Na Halke Halke,album,0.637,0.573,-6.69,0.0491,0.279,3.46e-6,0.0617,0.704,90.017,306834,83018845,39483590,TRUE,32250068,0.00843932483040447,1.6490231826279925e-4,Happy/Energetic,0.36500099999999996,11,Licensed_official
Def Leppard,Love Bites - Remastered 2017,album,0.59,0.743,-7.078,0.0347,0.067,0.00093000000000000005,0.0847,0.412,129.79,346960,71082856,80490804,TRUE,64920283.5,0.005588998843828109,1.7199646564566848e-4,Anger/Unpleasant,0.43837,0,Licensed_official
Nelly Furtado,Say It Right - Sped Up Remix,single,0.849,0.941,-6.448,0.223,0.0269,0.00717,0.0596,0.765,134.479,194160,1805529,27146617,TRUE,87088538,0.0194735171797296,1.163094029506034e-5,Happy/Energetic,0.798909,8,Licensed_official
Bonobo,Tides,album,0.6,0.314,-9.109,0.0351,0.791,0.419,0.0681,0.201,126.948,226147,813430,15734690,TRUE,14413904,0.018803093075003382,4.671575919255498e-4,Sad/Melancholic,0.18839999999999998,4,Unlicensed_official
Shankar Mahadevan,Uff Teri Adaa,album,0.647,0.792,-9.815,0.0373,0.00536,5.82e-5,0.054,0.306,132.032,304089,38944685,41838840,TRUE,22375465,0.007413951351769824,1.0222190781617569e-4,Anger/Unpleasant,0.512424,2,Licensed_official
Sherlock Holmes,Teil 12 - Fall 53: Die sieben Zinnsoldaten,album,0.714,0.623,-10.619,0.922,0.272,0,0.239,0.704,119.167,191360,12284,104627,TRUE,103254,0.017095408661673722,0.0030934549006838164,Happy/Energetic,0.444822,1,Licensed_official
G-Eazy,No Limit,album,0.838,0.771,-3.791,0.244,0.0117,0,0.0853,0.405,175.957,245387,595521172,608209999,TRUE,271022614,0.005877310773427884,1.594065911732186e-4,Anger/Unpleasant,0.646098,1,Licensed_official
The Vamps,Oh Cecilia (Breaking My Heart),album,0.731,0.867,-5.003,0.0382,0.0249,0,0.322,0.663,100.014,195560,100561395,76166031,TRUE,104499738,0.009342372388529415,3.180743465223409e-4,Happy/Energetic,0.633777,11,Licensed_official
Tinashe,Esther,album,0.828,0.502,-6.053,0.0445,0.172,0.00102,0.0544,0.677,105.953,192139,437790,15220043,TRUE,26617306,0.030464377898078987,8.565750702391558e-4,Happy/Energetic,0.41565599999999997,0,Licensed_official
Benjamin Blümchen,Kapitel 16: Das große Gewitter (Folge 153),album,0.673,0.335,-20.999,0.942,0.511,0,0.518,0.469,78.274,94996,6583,68751,TRUE,67277,0.009418198389791889,0,Sad/Melancholic,0.22545500000000002,10,Licensed_official
Red Hot Chili Peppers,By the Way,album,0.451,0.97,-4.938,0.107,0.0264,0.00355,0.102,0.198,122.444,216933,179005296,367485508,TRUE,673306594.5,0.0043837641541063675,1.1219779776794984e-4,Anger/Unpleasant,0.43747,0,Licensed_official
Wale,On Chill (feat. Jeremih),album,0.597,0.733,-6.017,0.41,0.134,0,0.159,0.639,171.016,214035,120595851,134334957,TRUE,92938118,0.006499087601280744,1.1474689954300335e-4,Happy/Energetic,0.43760099999999996,1,Licensed_official
Skrillex,"Supersonic (My Existence) [with Noisia, josh pan & Dylan Brady]",single,0.487,0.669,-6.473,0.232,0.0145,0.00349,0.102,0.0573,172.026,167253,10361470,44263199,TRUE,373600698,0.02351702991949984,0.0011226206320145693,Anger/Unpleasant,0.325803,9,Licensed_official
Two Door Cinema Club,What You Know,album,0.563,0.739,-4.239,0.0416,7.3e-4,1.45e-5,0.0822,0.775,139,191707,114577984,606667617,TRUE,72103201.5,0.008198957314522134,2.620311420385962e-4,Happy/Energetic,0.41605699999999995,6,Licensed_official
Salim–Sulaiman,Chak De India,album,0.755,0.894,-8.544,0.0993,0.54,1.55e-5,0.141,0.799,104.985,283951,2285824,9329698,TRUE,9168735,0.014135384001567925,3.0798521670959795e-4,Happy/Energetic,0.6749700000000001,4,Unlicensed_official
Slayer,Repentless,album,0.4,0.994,-7.34,0.0625,3.65e-5,0.097,0.145,0.253,104.134,199867,3666437,43259154,TRUE,31600687.5,0.008863100606938016,2.7028965723398495e-4,Anger/Unpleasant,0.3976,8,Licensed_official
Dire Straits,Sultans of Swing,album,0.73,0.868,-7.325,0.0288,0.0632,0.0661,0.318,0.923,148.217,350400,216212554,164189570.5,TRUE,71958119,0.006410307701189266,1.2921081354045705e-4,Happy/Energetic,0.63364,5,Licensed_official
Gzuz,Taxi,album,0.853,0.727,-7.712,0.191,0.548,2.19e-4,0.188,0.417,108.035,172580,5464124,27350728,TRUE,65009854.5,0.019398168855611624,9.170728921964436e-4,Anger/Unpleasant,0.620131,10,Licensed_official
Mithoon,"Kitni Haseen Hogi (From ""Hit - The First Case"")",single,0.473,0.473,-9.49,0.0333,0.361,0,0.109,0.358,102.787,330907,29935363,9549120,TRUE,45344146,0.018336974901557064,2.6343425332774485e-4,Sad/Melancholic,0.22372899999999998,8,Licensed_official
Jaani,Valentine's Mashup 2021,single,0.647,0.719,-6.859,0.0437,0.196,0,0.134,0.4,104.003,198381,378221,12441178,TRUE,13350140,0.01244774880294854,2.8554733872524266e-4,Anger/Unpleasant,0.465193,9,Licensed_official
Nas,The Message,album,0.614,0.543,-7.178,0.374,0.00776,3.28e-5,0.383,0.485,178.422,234093,200478,115998629,TRUE,60483297,0.013782060874509922,8.28021029738924e-4,Anger/Unpleasant,0.33340200000000003,5,Unlicensed_unofficial
Whitesnake,Give Me All Your Love - 2018 Remaster,album,0.196,0.936,-6.401,0.113,8.95e-4,1.09e-4,0.0827,0.152,102.731,208133,7042604,7824638,TRUE,86631233,0.004650978530100514,1.6911358355517362e-4,Anger/Unpleasant,0.183456,9,Licensed_official
Bread,If,album,0.388,0.176,-16.952,0.0299,0.912,3.36e-4,0.0977,0.342,97.628,155773,2122899,95353561,TRUE,35716218,0.015011547888053083,8.309392015352591e-4,Sad/Melancholic,0.068288,9,Unlicensed_unofficial
Wiener Philharmoniker,"Beethoven: Symphony No. 2 in D Major, Op. 36: III. Scherzo. Allegro",album,0.388,0.122,-22.312,0.0446,0.952,0.48,0.0538,0.591,153.204,211600,18393,4017653,TRUE,8003013,0.010547490893274615,3.2621105855488503e-4,Calm/Relaxing,0.047336,2,Unlicensed_unofficial
6ix9ine,KEKE,album,0.599,0.857,-5.7,0.299,0.0321,0,0.4,0.469,187.985,151915,174462045,188326017,TRUE,299414533,0.008145565415102179,4.239489454568757e-4,Anger/Unpleasant,0.513343,7,Unlicensed_unofficial
Banda El Recodo,Vas A Llorar Por Mí,album,0.47,0.41,-3.672,0.0335,0.59,0,0.088,0.848,167.658,210280,369195742,122246047,TRUE,52780457,0.0021660054790122686,4.076428378743328e-5,Calm/Relaxing,0.19269999999999998,0,Licensed_official
Brandi Carlile,The Story,album,0.544,0.5,-8.253,0.026,0.0325,3.78e-6,0.109,0.177,93.621,238493,48256358,118886569,TRUE,24222641,0.006536858832156376,2.0484347368278393e-4,Anger/Unpleasant,0.272,11,Licensed_official
Phil Collins,Another Day in Paradise - 2016 Remaster,album,0.78,0.565,-7.32,0.0306,0.736,0.00269,0.063,0.365,101.967,322133,465264237,331410674,TRUE,253104372,0.004799154593092011,1.3316089024912524e-4,Anger/Unpleasant,0.4407,3,Licensed_official
Maluma,Hawái,album,0.783,0.727,-3.454,0.389,0.185,2.46e-5,0.0626,0.558,180.067,199112,957804630,1062088123,TRUE,115784682.5,0.006016957758911648,1.8586567074748846e-4,Happy/Energetic,0.569241,6,Licensed_official
Madvillain,Bistro,album,0.381,0.592,-10.879,0.289,0.446,0,0.534,0.673,84.974,67520,1103508,17983530,TRUE,41864356,0.006615266948676403,3.3076334743382013e-4,Happy/Energetic,0.225552,7,Unlicensed_unofficial
Cedric Gervais,Say My Name (feat. Zyra) - Remix Edit,single,0.617,0.898,-5.262,0.0655,0.00916,0,0.635,0.606,125.056,222240,592304,32610308,TRUE,13692364,0.012343323698641238,4.406520975715173e-4,Happy/Energetic,0.5540660000000001,6,Licensed_official
Nile Rodgers,AGUA,album,0.834,0.68,-4.082,0.0421,0.0495,2.61e-5,0.0751,0.32,118.03,204520,56129815,46982369,TRUE,1588705.5,0.010465756924372545,1.981299956181933e-4,Anger/Unpleasant,0.5671200000000001,5,Unlicensed_official
Lucenzo,Danza Kuduro 2019 - Luigi Ramirez Mix,album,0.605,0.747,-7.217,0.196,0.00784,0,0.126,0.325,129.97,200769,6194516,12503450,TRUE,34465964,0.005633208470201707,2.437640002867052e-5,Anger/Unpleasant,0.451935,0,Licensed_official
